2014-01-03,78.67,78.81,78.00,78.39,52700,78.04
2014-01-02,78.34,78.48,77.71,78.25,69800,77.91
2013-12-31,79.35,79.36,78.01,78.09,53100,77.75
2013-12-30,78.44,79.61,77.90,79.37,70100,79.02
2013-12-27,80.12,80.18,78.69,78.73,51000,78.38
2013-12-26,80.20,80.40,79.58,79.77,71100,79.42
2013-12-24,79.79,80.11,79.50,79.89,34000,79.54
2013-12-23,79.49,80.20,79.25,79.95,102400,79.60
2013-12-20,78.33,79.69,77.81,79.25,189700,78.90
2013-12-19,77.96,78.40,77.79,78.04,93900,77.70
2013-12-18,78.05,78.36,76.90,77.83,203600,77.49
2013-12-17,78.73,78.73,77.80,78.17,103100,77.83
2013-12-16,79.00,79.25,78.44,78.50,216700,78.15
2013-12-13,78.84,79.50,78.34,78.51,100700,78.16
2013-12-12,78.34,78.70,77.00,78.51,1682800,78.16
